mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,32,8,4096,12,2,128,warmup,0,1427,0
scna-int8,exp,tree,32,8,4096,12,2,128,warmup,1,1533,0
scna-int8,exp,tree,32,8,4096,12,2,128,warmup,2,1519,0
scna-int8,exp,tree,32,8,4096,12,2,128,warmup,3,1515,0
scna-int8,exp,tree,32,8,4096,12,2,128,warmup,4,1531,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,0,1553,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,1,1557,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,2,1556,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,3,1542,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,4,1551,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,5,1549,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,6,1550,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,7,1548,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,8,1552,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,9,1550,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,10,1603,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,11,1603,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,12,1568,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,13,1570,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,14,1573,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,15,1616,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,16,1657,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,17,1600,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,18,1578,0
scna-int8,exp,tree,32,8,4096,12,2,128,measure,19,1589,0
