mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,16,4,4096,12,2,128,warmup,0,1224,0
scna-int8,exp,direct,16,4,4096,12,2,128,warmup,1,1114,0
scna-int8,exp,direct,16,4,4096,12,2,128,warmup,2,1109,0
scna-int8,exp,direct,16,4,4096,12,2,128,warmup,3,1116,0
scna-int8,exp,direct,16,4,4096,12,2,128,warmup,4,1122,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,0,1110,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,1,1110,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,2,1109,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,3,1110,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,4,1148,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,5,1165,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,6,1161,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,7,1161,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,8,1166,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,9,1163,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,10,1163,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,11,1278,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,12,1194,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,13,1171,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,14,1162,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,15,1162,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,16,1278,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,17,1271,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,18,1290,0
scna-int8,exp,direct,16,4,4096,12,2,128,measure,19,1225,0
