mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,8,8,4096,12,2,128,warmup,0,1313,0
scna-int8,exp,tree,8,8,4096,12,2,128,warmup,1,1423,0
scna-int8,exp,tree,8,8,4096,12,2,128,warmup,2,1459,0
scna-int8,exp,tree,8,8,4096,12,2,128,warmup,3,1438,0
scna-int8,exp,tree,8,8,4096,12,2,128,warmup,4,1436,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,0,1436,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,1,1432,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,2,1323,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,3,1312,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,4,1444,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,5,1486,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,6,1541,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,7,1502,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,8,1484,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,9,1479,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,10,1477,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,11,1534,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,12,1467,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,13,1532,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,14,1509,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,15,1477,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,16,1491,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,17,1506,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,18,1489,0
scna-int8,exp,tree,8,8,4096,12,2,128,measure,19,1500,0
