mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,32,4,4096,12,2,128,warmup,0,1360,0
scna-int8,exp2,direct,32,4,4096,12,2,128,warmup,1,1252,0
scna-int8,exp2,direct,32,4,4096,12,2,128,warmup,2,1249,0
scna-int8,exp2,direct,32,4,4096,12,2,128,warmup,3,1228,0
scna-int8,exp2,direct,32,4,4096,12,2,128,warmup,4,1265,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,0,1231,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,1,1248,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,2,1241,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,3,1248,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,4,1257,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,5,1270,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,6,1269,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,7,1298,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,8,1329,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,9,1334,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,10,1353,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,11,1381,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,12,1376,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,13,1355,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,14,1423,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,15,1312,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,16,1298,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,17,1498,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,18,1450,0
scna-int8,exp2,direct,32,4,4096,12,2,128,measure,19,1478,0
