mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,32,16,4096,12,2,128,warmup,0,2654,0
scna-fp16,exp,direct,32,16,4096,12,2,128,warmup,1,2589,0
scna-fp16,exp,direct,32,16,4096,12,2,128,warmup,2,2629,0
scna-fp16,exp,direct,32,16,4096,12,2,128,warmup,3,2619,0
scna-fp16,exp,direct,32,16,4096,12,2,128,warmup,4,2603,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,0,2579,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,1,2640,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,2,2627,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,3,2715,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,4,2746,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,5,2648,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,6,2683,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,7,2692,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,8,2642,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,9,2655,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,10,2662,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,11,2641,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,12,2648,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,13,2694,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,14,2647,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,15,2641,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,16,2654,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,17,2760,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,18,2655,0
scna-fp16,exp,direct,32,16,4096,12,2,128,measure,19,2706,0
