mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,exp2,direct,0,8,4096,12,2,128,warmup,0,1298,0
baseline,exp2,direct,0,8,4096,12,2,128,warmup,1,1206,0
baseline,exp2,direct,0,8,4096,12,2,128,warmup,2,1220,0
baseline,exp2,direct,0,8,4096,12,2,128,warmup,3,1211,0
baseline,exp2,direct,0,8,4096,12,2,128,warmup,4,1199,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,0,1199,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,1,1209,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,2,1210,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,3,1203,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,4,1205,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,5,1202,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,6,1206,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,7,1206,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,8,1138,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,9,1212,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,10,1296,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,11,1323,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,12,1262,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,13,1299,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,14,1236,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,15,1236,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,16,1253,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,17,1266,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,18,1321,0
baseline,exp2,direct,0,8,4096,12,2,128,measure,19,1321,0
