mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,32,32,4096,12,2,128,warmup,0,2939,0
scna-fp16,exp,tree,32,32,4096,12,2,128,warmup,1,2844,0
scna-fp16,exp,tree,32,32,4096,12,2,128,warmup,2,2956,0
scna-fp16,exp,tree,32,32,4096,12,2,128,warmup,3,2923,0
scna-fp16,exp,tree,32,32,4096,12,2,128,warmup,4,2988,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,0,3009,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,1,3008,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,2,3007,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,3,3011,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,4,2887,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,5,2905,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,6,3029,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,7,2923,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,8,3023,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,9,2905,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,10,2893,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,11,2971,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,12,2924,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,13,2891,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,14,2945,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,15,3085,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,16,2960,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,17,3030,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,18,3009,0
scna-fp16,exp,tree,32,32,4096,12,2,128,measure,19,2918,0
