mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,8,16,4096,12,2,128,warmup,0,1886,0
scna-int8,exp,direct,8,16,4096,12,2,128,warmup,1,1777,0
scna-int8,exp,direct,8,16,4096,12,2,128,warmup,2,1804,0
scna-int8,exp,direct,8,16,4096,12,2,128,warmup,3,1798,0
scna-int8,exp,direct,8,16,4096,12,2,128,warmup,4,1791,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,0,1682,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,1,1775,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,2,1771,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,3,1879,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,4,1916,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,5,1880,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,6,1851,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,7,1872,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,8,1859,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,9,1869,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,10,1830,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,11,1904,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,12,1927,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,13,1877,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,14,1951,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,15,1869,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,16,1855,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,17,1882,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,18,1874,0
scna-int8,exp,direct,8,16,4096,12,2,128,measure,19,1894,0
