mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,8,32,4096,12,2,128,warmup,0,2718,0
scna-int8,exp,tree,8,32,4096,12,2,128,warmup,1,2607,0
scna-int8,exp,tree,8,32,4096,12,2,128,warmup,2,2760,0
scna-int8,exp,tree,8,32,4096,12,2,128,warmup,3,2742,0
scna-int8,exp,tree,8,32,4096,12,2,128,warmup,4,2831,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,0,2740,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,1,2749,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,2,2739,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,3,2795,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,4,2919,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,5,2872,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,6,2897,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,7,2900,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,8,2896,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,9,2822,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,10,2922,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,11,2927,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,12,2902,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,13,2932,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,14,2913,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,15,2893,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,16,2889,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,17,2829,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,18,2888,0
scna-int8,exp,tree,8,32,4096,12,2,128,measure,19,2894,0
