mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,8,4,4096,12,2,128,warmup,0,1199,0
scna-int8,exp,direct,8,4,4096,12,2,128,warmup,1,1101,0
scna-int8,exp,direct,8,4,4096,12,2,128,warmup,2,1098,0
scna-int8,exp,direct,8,4,4096,12,2,128,warmup,3,1085,0
scna-int8,exp,direct,8,4,4096,12,2,128,warmup,4,1143,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,0,1143,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,1,1137,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,2,1134,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,3,1164,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,4,1026,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,5,1026,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,6,1144,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,7,1144,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,8,1140,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,9,1142,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,10,1151,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,11,1142,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,12,1141,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,13,1198,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,14,1229,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,15,1212,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,16,1197,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,17,1195,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,18,1193,0
scna-int8,exp,direct,8,4,4096,12,2,128,measure,19,1186,0
