mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,32,4,4096,12,2,128,warmup,0,1414,0
scna-int8,exp,direct,32,4,4096,12,2,128,warmup,1,1200,0
scna-int8,exp,direct,32,4,4096,12,2,128,warmup,2,1196,0
scna-int8,exp,direct,32,4,4096,12,2,128,warmup,3,1192,0
scna-int8,exp,direct,32,4,4096,12,2,128,warmup,4,1191,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,0,1212,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,1,1188,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,2,1186,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,3,1185,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,4,1195,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,5,1216,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,6,1242,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,7,1319,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,8,1318,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,9,1328,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,10,1319,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,11,1308,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,12,1311,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,13,1306,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,14,1306,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,15,1309,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,16,1306,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,17,1357,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,18,1245,0
scna-int8,exp,direct,32,4,4096,12,2,128,measure,19,1327,0
