mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,16,32,4096,12,2,128,warmup,0,3012,0
scna-int8,exp2,direct,16,32,4096,12,2,128,warmup,1,2951,0
scna-int8,exp2,direct,16,32,4096,12,2,128,warmup,2,2963,0
scna-int8,exp2,direct,16,32,4096,12,2,128,warmup,3,2989,0
scna-int8,exp2,direct,16,32,4096,12,2,128,warmup,4,3071,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,0,2993,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,1,2983,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,2,3105,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,3,3063,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,4,3119,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,5,3178,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,6,3121,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,7,3173,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,8,3084,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,9,3161,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,10,3187,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,11,3170,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,12,3085,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,13,3061,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,14,3156,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,15,3093,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,16,3075,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,17,3178,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,18,3124,0
scna-int8,exp2,direct,16,32,4096,12,2,128,measure,19,3200,0
