mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,32,32,4096,12,2,128,warmup,0,4301,0
scna-fp16,exp,direct,32,32,4096,12,2,128,warmup,1,4324,0
scna-fp16,exp,direct,32,32,4096,12,2,128,warmup,2,4340,0
scna-fp16,exp,direct,32,32,4096,12,2,128,warmup,3,4337,0
scna-fp16,exp,direct,32,32,4096,12,2,128,warmup,4,4282,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,0,4463,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,1,4349,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,2,4342,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,3,4381,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,4,4452,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,5,4368,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,6,4396,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,7,4363,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,8,4383,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,9,4416,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,10,4354,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,11,4316,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,12,4343,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,13,4318,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,14,4320,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,15,4348,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,16,4420,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,17,4405,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,18,4336,0
scna-fp16,exp,direct,32,32,4096,12,2,128,measure,19,4395,0
