mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,32,16,4096,12,2,128,warmup,0,1956,0
scna-fp16,exp,tree,32,16,4096,12,2,128,warmup,1,1980,0
scna-fp16,exp,tree,32,16,4096,12,2,128,warmup,2,1974,0
scna-fp16,exp,tree,32,16,4096,12,2,128,warmup,3,1974,0
scna-fp16,exp,tree,32,16,4096,12,2,128,warmup,4,1973,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,0,1975,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,1,1978,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,2,1977,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,3,1964,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,4,2050,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,5,2101,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,6,2130,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,7,2109,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,8,2046,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,9,2087,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,10,1995,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,11,2054,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,12,2007,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,13,2046,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,14,2010,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,15,1997,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,16,2029,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,17,2011,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,18,2047,0
scna-fp16,exp,tree,32,16,4096,12,2,128,measure,19,1963,0
