mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,16,8,4096,12,2,128,warmup,0,1491,0
scna-int8,exp2,tree,16,8,4096,12,2,128,warmup,1,1370,0
scna-int8,exp2,tree,16,8,4096,12,2,128,warmup,2,1376,0
scna-int8,exp2,tree,16,8,4096,12,2,128,warmup,3,1485,0
scna-int8,exp2,tree,16,8,4096,12,2,128,warmup,4,1487,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,0,1369,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,1,1372,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,2,1372,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,3,1372,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,4,1482,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,5,1553,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,6,1498,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,7,1474,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,8,1462,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,9,1534,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,10,1495,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,11,1559,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,12,1552,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,13,1462,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,14,1471,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,15,1636,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,16,1608,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,17,1605,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,18,1607,0
scna-int8,exp2,tree,16,8,4096,12,2,128,measure,19,1601,0
