mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,tree,32,4,4096,12,2,128,warmup,0,1262,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,warmup,1,1148,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,warmup,2,1106,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,warmup,3,1123,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,warmup,4,1155,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,0,1119,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,1,1117,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,2,1117,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,3,1119,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,4,1136,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,5,1063,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,6,1027,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,7,1000,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,8,997,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,9,1135,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,10,1103,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,11,1065,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,12,1090,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,13,1092,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,14,1042,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,15,1066,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,16,1076,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,17,1120,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,18,1080,0
scna-fp16,exp2,tree,32,4,4096,12,2,128,measure,19,1070,0
