mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,8,32,4096,12,2,128,warmup,0,2617,0
scna-fp16,exp,direct,8,32,4096,12,2,128,warmup,1,2507,0
scna-fp16,exp,direct,8,32,4096,12,2,128,warmup,2,2510,0
scna-fp16,exp,direct,8,32,4096,12,2,128,warmup,3,2508,0
scna-fp16,exp,direct,8,32,4096,12,2,128,warmup,4,2529,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,0,2557,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,1,2670,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,2,2698,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,3,2688,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,4,2730,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,5,2693,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,6,2696,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,7,2653,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,8,2646,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,9,2629,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,10,2665,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,11,2648,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,12,2598,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,13,2655,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,14,2675,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,15,2587,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,16,2682,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,17,2651,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,18,2692,0
scna-fp16,exp,direct,8,32,4096,12,2,128,measure,19,2656,0
