mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,16,8,4096,12,2,128,warmup,0,1452,0
scna-fp16,exp,direct,16,8,4096,12,2,128,warmup,1,1451,0
scna-fp16,exp,direct,16,8,4096,12,2,128,warmup,2,1450,0
scna-fp16,exp,direct,16,8,4096,12,2,128,warmup,3,1472,0
scna-fp16,exp,direct,16,8,4096,12,2,128,warmup,4,1453,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,0,1453,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,1,1443,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,2,1433,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,3,1472,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,4,1448,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,5,1471,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,6,1542,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,7,1548,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,8,1549,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,9,1545,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,10,1544,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,11,1550,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,12,1542,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,13,1547,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,14,1493,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,15,1596,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,16,1587,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,17,1514,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,18,1482,0
scna-fp16,exp,direct,16,8,4096,12,2,128,measure,19,1590,0
