mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,8,16,4096,12,2,128,warmup,0,1634,0
scna-fp16,exp,tree,8,16,4096,12,2,128,warmup,1,1661,0
scna-fp16,exp,tree,8,16,4096,12,2,128,warmup,2,1662,0
scna-fp16,exp,tree,8,16,4096,12,2,128,warmup,3,1715,0
scna-fp16,exp,tree,8,16,4096,12,2,128,warmup,4,1715,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,0,1724,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,1,1716,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,2,1713,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,3,1712,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,4,1711,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,5,1736,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,6,1676,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,7,1756,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,8,1866,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,9,1860,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,10,1874,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,11,1793,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,12,1771,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,13,1868,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,14,1887,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,15,1764,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,16,1855,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,17,1856,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,18,1818,0
scna-fp16,exp,tree,8,16,4096,12,2,128,measure,19,1854,0
