mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,32,4,4096,12,2,128,warmup,0,1100,0
scna-int8,exp,tree,32,4,4096,12,2,128,warmup,1,1188,0
scna-int8,exp,tree,32,4,4096,12,2,128,warmup,2,1203,0
scna-int8,exp,tree,32,4,4096,12,2,128,warmup,3,1197,0
scna-int8,exp,tree,32,4,4096,12,2,128,warmup,4,1202,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,0,1192,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,1,1197,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,2,1203,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,3,1201,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,4,1206,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,5,1189,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,6,1202,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,7,1307,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,8,1203,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,9,1344,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,10,1338,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,11,1294,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,12,1362,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,13,1353,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,14,1332,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,15,1358,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,16,1318,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,17,1291,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,18,1235,0
scna-int8,exp,tree,32,4,4096,12,2,128,measure,19,1325,0
