mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,16,32,4096,12,2,128,warmup,0,2845,0
scna-int8,exp2,tree,16,32,4096,12,2,128,warmup,1,2757,0
scna-int8,exp2,tree,16,32,4096,12,2,128,warmup,2,2794,0
scna-int8,exp2,tree,16,32,4096,12,2,128,warmup,3,2789,0
scna-int8,exp2,tree,16,32,4096,12,2,128,warmup,4,2799,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,0,2936,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,1,2986,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,2,2983,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,3,2999,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,4,2991,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,5,2901,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,6,3021,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,7,2925,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,8,2931,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,9,2968,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,10,2926,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,11,2895,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,12,2900,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,13,2907,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,14,2993,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,15,2965,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,16,2938,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,17,2902,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,18,2901,0
scna-int8,exp2,tree,16,32,4096,12,2,128,measure,19,2904,0
