mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,on,16,4,4096,12,2,128,warmup,0,821,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,warmup,1,691,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,warmup,2,690,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,warmup,3,688,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,warmup,4,688,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,0,685,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,1,686,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,2,687,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,3,685,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,4,687,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,5,687,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,6,686,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,7,688,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,8,688,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,9,689,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,10,687,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,11,687,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,12,689,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,13,686,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,14,689,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,15,686,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,16,621,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,17,705,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,18,672,0
scna-fp16,exp,tree,on,16,4,4096,12,2,128,measure,19,707,0
