mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,on,8,16,4096,12,2,128,warmup,0,1424,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,warmup,1,1313,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,warmup,2,1317,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,warmup,3,1316,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,warmup,4,1317,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,0,1315,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,1,1313,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,2,1312,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,3,1270,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,4,1281,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,5,1398,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,6,1396,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,7,1288,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,8,1280,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,9,1279,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,10,1289,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,11,1276,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,12,1279,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,13,1281,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,14,1280,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,15,1411,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,16,1439,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,17,1439,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,18,1441,0
scna-fp16,exp,direct,on,8,16,4096,12,2,128,measure,19,1394,0
