mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,off,32,16,4096,12,2,128,warmup,0,2044,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,warmup,1,1961,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,warmup,2,1982,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,warmup,3,1964,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,warmup,4,1960,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,0,2043,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,1,1996,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,2,2140,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,3,2143,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,4,2121,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,5,2127,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,6,2148,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,7,2142,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,8,2088,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,9,2128,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,10,2128,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,11,2147,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,12,2117,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,13,2118,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,14,2097,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,15,2150,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,16,2163,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,17,2101,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,18,2136,0
scna-int8,exp2,tree,off,32,16,4096,12,2,128,measure,19,2113,0
