mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,on,32,4,4096,12,2,128,warmup,0,918,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,warmup,1,786,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,warmup,2,771,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,warmup,3,788,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,warmup,4,786,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,0,770,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,1,738,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,2,775,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,3,774,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,4,770,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,5,777,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,6,781,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,7,771,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,8,766,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,9,769,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,10,765,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,11,767,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,12,766,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,13,767,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,14,771,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,15,768,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,16,771,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,17,766,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,18,772,0
scna-int8,exp2,direct,on,32,4,4096,12,2,128,measure,19,770,0
