mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,off,8,8,4096,12,2,128,warmup,0,1413,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,warmup,1,1335,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,warmup,2,1371,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,warmup,3,1399,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,warmup,4,1405,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,0,1379,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,1,1412,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,2,1373,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,3,1402,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,4,1401,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,5,1399,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,6,1400,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,7,1396,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,8,1407,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,9,1415,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,10,1402,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,11,1403,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,12,1403,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,13,1402,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,14,1402,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,15,1395,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,16,1398,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,17,1400,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,18,1374,0
scna-int8,exp2,direct,off,8,8,4096,12,2,128,measure,19,1396,0
