mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,warmup,0,804,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,warmup,1,711,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,warmup,2,659,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,warmup,3,672,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,warmup,4,710,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,0,693,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,1,705,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,2,689,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,3,714,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,4,680,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,5,710,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,6,670,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,7,623,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,8,729,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,9,668,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,10,723,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,11,705,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,12,713,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,13,632,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,14,728,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,15,733,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,16,711,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,17,722,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,18,717,0
scna-fp16,exp2,direct,on,8,4,4096,12,2,128,measure,19,621,0
