mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,off,32,8,4096,12,2,128,warmup,0,1648,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,warmup,1,1536,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,warmup,2,1643,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,warmup,3,1550,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,warmup,4,1574,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,0,1560,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,1,1514,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,2,1619,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,3,1623,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,4,1627,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,5,1625,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,6,1612,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,7,1614,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,8,1693,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,9,1583,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,10,1672,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,11,1748,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,12,1679,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,13,1638,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,14,1714,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,15,1734,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,16,1736,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,17,1744,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,18,1708,0
scna-int8,exp,direct,off,32,8,4096,12,2,128,measure,19,1736,0
