mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,warmup,0,800,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,warmup,1,687,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,warmup,2,705,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,warmup,3,698,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,warmup,4,716,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,0,707,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,1,698,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,2,701,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,3,705,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,4,702,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,5,701,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,6,701,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,7,700,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,8,700,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,9,703,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,10,699,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,11,703,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,12,701,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,13,699,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,14,709,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,15,702,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,16,784,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,17,703,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,18,697,0
scna-fp16,exp2,tree,on,32,4,4096,12,2,128,measure,19,752,0
