mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,off,32,8,4096,12,2,128,warmup,0,1740,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,warmup,1,1632,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,warmup,2,1631,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,warmup,3,1628,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,warmup,4,1739,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,0,1673,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,1,1679,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,2,1671,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,3,1722,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,4,1683,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,5,1687,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,6,1680,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,7,1702,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,8,1676,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,9,1731,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,10,1722,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,11,1749,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,12,1731,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,13,1747,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,14,1734,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,15,1780,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,16,1714,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,17,1750,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,18,1661,0
scna-fp16,exp,direct,off,32,8,4096,12,2,128,measure,19,1665,0
