mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,on,8,16,4096,12,2,128,warmup,0,1474,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,warmup,1,1417,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,warmup,2,1414,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,warmup,3,1422,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,warmup,4,1422,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,0,1423,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,1,1423,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,2,1424,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,3,1423,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,4,1428,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,5,1376,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,6,1388,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,7,1495,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,8,1465,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,9,1478,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,10,1383,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,11,1420,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,12,1450,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,13,1395,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,14,1399,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,15,1430,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,16,1460,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,17,1473,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,18,1477,0
scna-int8,exp2,tree,on,8,16,4096,12,2,128,measure,19,1460,0
