mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,on,8,4,4096,12,2,128,warmup,0,819,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,warmup,1,792,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,warmup,2,735,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,warmup,3,746,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,warmup,4,673,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,0,673,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,1,671,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,2,737,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,3,741,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,4,643,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,5,626,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,6,652,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,7,635,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,8,655,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,9,865,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,10,744,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,11,654,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,12,634,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,13,743,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,14,654,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,15,744,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,16,656,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,17,743,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,18,647,0
scna-int8,exp,direct,on,8,4,4096,12,2,128,measure,19,742,0
