mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,on,16,16,4096,12,2,128,warmup,0,1665,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,warmup,1,1500,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,warmup,2,1553,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,warmup,3,1517,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,warmup,4,1516,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,0,1509,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,1,1517,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,2,1510,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,3,1508,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,4,1511,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,5,1509,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,6,1655,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,7,1634,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,8,1609,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,9,1624,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,10,1614,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,11,1595,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,12,1592,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,13,1616,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,14,1609,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,15,1647,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,16,1661,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,17,1591,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,18,1551,0
scna-int8,exp2,direct,on,16,16,4096,12,2,128,measure,19,1633,0
