mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,on,8,4,4096,12,2,128,warmup,0,788,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,warmup,1,671,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,warmup,2,669,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,warmup,3,664,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,warmup,4,661,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,0,672,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,1,677,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,2,686,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,3,682,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,4,667,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,5,672,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,6,660,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,7,670,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,8,675,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,9,664,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,10,663,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,11,661,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,12,673,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,13,661,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,14,661,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,15,668,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,16,672,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,17,671,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,18,667,0
scna-int8,exp,tree,on,8,4,4096,12,2,128,measure,19,689,0
