mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,warmup,0,1324,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,warmup,1,1353,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,warmup,2,1336,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,warmup,3,1326,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,warmup,4,1348,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,0,1323,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,1,1320,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,2,1324,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,3,1321,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,4,1430,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,5,1363,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,6,1386,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,7,1372,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,8,1435,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,9,1399,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,10,1381,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,11,1369,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,12,1376,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,13,1367,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,14,1368,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,15,1407,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,16,1377,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,17,1365,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,18,1365,0
scna-fp16,exp2,tree,off,16,8,4096,12,2,128,measure,19,1377,0
