mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,off,16,32,4096,12,2,128,warmup,0,2883,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,warmup,1,2958,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,warmup,2,3057,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,warmup,3,3054,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,warmup,4,3072,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,0,2988,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,1,3088,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,2,3084,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,3,3063,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,4,3026,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,5,3066,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,6,3036,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,7,3041,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,8,3048,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,9,3034,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,10,3053,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,11,3087,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,12,3052,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,13,3039,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,14,3060,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,15,2993,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,16,3050,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,17,2991,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,18,3034,0
scna-int8,exp,direct,off,16,32,4096,12,2,128,measure,19,3012,0
