mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,off,32,4,4096,12,2,128,warmup,0,1226,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,warmup,1,1209,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,warmup,2,1206,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,warmup,3,1210,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,warmup,4,1129,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,0,1110,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,1,1165,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,2,1161,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,3,1159,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,4,1168,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,5,1169,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,6,1179,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,7,1171,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,8,1174,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,9,1170,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,10,1075,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,11,1144,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,12,1173,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,13,1100,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,14,1137,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,15,1167,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,16,1166,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,17,1164,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,18,1163,0
scna-int8,exp2,direct,off,32,4,4096,12,2,128,measure,19,1163,0
