mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,on,16,8,4096,12,2,128,warmup,0,1135,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,warmup,1,1000,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,warmup,2,1026,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,warmup,3,1008,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,warmup,4,1018,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,0,1024,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,1,1037,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,2,1009,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,3,1011,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,4,1013,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,5,1010,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,6,1013,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,7,1023,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,8,1014,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,9,998,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,10,1001,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,11,1017,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,12,920,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,13,901,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,14,903,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,15,998,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,16,966,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,17,998,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,18,893,0
scna-int8,exp,tree,on,16,8,4096,12,2,128,measure,19,914,0
