mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,off,8,32,4096,12,2,128,warmup,0,2665,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,warmup,1,2522,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,warmup,2,2527,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,warmup,3,2619,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,warmup,4,2637,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,0,2688,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,1,2699,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,2,2698,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,3,2789,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,4,2772,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,5,2794,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,6,2707,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,7,2787,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,8,2759,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,9,2743,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,10,2740,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,11,2783,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,12,2738,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,13,2795,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,14,2700,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,15,2764,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,16,2783,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,17,2721,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,18,2759,0
scna-fp16,exp,direct,off,8,32,4096,12,2,128,measure,19,2799,0
