mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,warmup,0,2787,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,warmup,1,2667,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,warmup,2,2672,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,warmup,3,2670,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,warmup,4,2659,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,0,2778,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,1,2789,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,2,2805,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,3,2779,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,4,2774,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,5,2775,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,6,2730,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,7,2791,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,8,2768,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,9,2770,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,10,2829,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,11,2710,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,12,2813,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,13,2788,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,14,2785,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,15,2787,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,16,2731,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,17,2761,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,18,2785,0
scna-fp16,exp2,direct,on,16,32,4096,12,2,128,measure,19,2776,0
