mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,on,16,4,4096,12,2,128,warmup,0,897,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,warmup,1,661,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,warmup,2,671,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,warmup,3,662,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,warmup,4,663,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,0,665,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,1,672,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,2,671,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,3,672,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,4,660,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,5,666,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,6,659,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,7,659,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,8,661,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,9,659,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,10,658,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,11,674,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,12,667,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,13,660,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,14,658,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,15,716,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,16,754,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,17,740,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,18,737,0
scna-int8,exp,tree,on,16,4,4096,12,2,128,measure,19,763,0
