mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,on,8,4,4096,12,2,128,warmup,0,780,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,warmup,1,687,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,warmup,2,666,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,warmup,3,676,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,warmup,4,660,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,0,659,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,1,663,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,2,681,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,3,677,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,4,679,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,5,679,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,6,688,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,7,674,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,8,675,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,9,697,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,10,672,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,11,672,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,12,667,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,13,670,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,14,652,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,15,670,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,16,671,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,17,686,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,18,666,0
scna-int8,exp2,tree,on,8,4,4096,12,2,128,measure,19,665,0
