mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,on,32,16,4096,12,2,128,warmup,0,2303,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,warmup,1,2190,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,warmup,2,2081,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,warmup,3,2184,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,warmup,4,2080,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,0,2097,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,1,2208,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,2,2294,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,3,2264,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,4,2264,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,5,2301,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,6,2239,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,7,2173,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,8,2268,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,9,2281,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,10,2271,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,11,2170,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,12,2239,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,13,2300,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,14,2323,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,15,2272,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,16,2257,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,17,2252,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,18,2292,0
scna-fp16,exp,direct,on,32,16,4096,12,2,128,measure,19,2267,0
