mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,off,8,32,4096,12,2,128,warmup,0,2859,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,warmup,1,2713,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,warmup,2,2714,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,warmup,3,2712,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,warmup,4,2724,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,0,2698,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,1,2833,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,2,2903,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,3,2930,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,4,2819,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,5,2900,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,6,2895,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,7,2892,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,8,2899,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,9,2912,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,10,2915,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,11,2835,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,12,2897,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,13,2873,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,14,2863,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,15,2820,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,16,2901,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,17,2807,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,18,2919,0
scna-int8,exp2,tree,off,8,32,4096,12,2,128,measure,19,2910,0
