mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,off,32,16,4096,12,2,128,warmup,0,1869,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,warmup,1,1970,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,warmup,2,1967,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,warmup,3,1988,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,warmup,4,1971,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,0,1971,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,1,2062,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,2,2031,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,3,2100,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,4,2170,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,5,1974,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,6,1986,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,7,1984,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,8,1933,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,9,2016,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,10,1977,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,11,1997,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,12,1976,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,13,2006,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,14,2040,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,15,2065,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,16,2033,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,17,2017,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,18,1951,0
scna-int8,exp,tree,off,32,16,4096,12,2,128,measure,19,1981,0
