mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,tree,on,32,32,4096,12,2,128,warmup,0,2607,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,warmup,1,2501,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,warmup,2,2502,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,warmup,3,2428,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,warmup,4,2505,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,0,2435,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,1,2405,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,2,2487,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,3,2444,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,4,2439,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,5,2475,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,6,2486,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,7,2488,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,8,2470,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,9,2492,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,10,2483,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,11,2511,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,12,2522,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,13,2488,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,14,2531,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,15,2511,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,16,2498,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,17,2535,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,18,2528,0
scna-fp16,exp,tree,on,32,32,4096,12,2,128,measure,19,2509,0
