mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,off,8,4,4096,12,2,128,warmup,0,1090,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,warmup,1,1157,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,warmup,2,1134,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,warmup,3,1134,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,warmup,4,1128,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,0,1131,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,1,1128,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,2,1128,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,3,1129,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,4,1129,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,5,1129,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,6,1129,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,7,1128,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,8,1128,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,9,1171,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,10,1205,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,11,1234,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,12,1191,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,13,1199,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,14,1257,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,15,1190,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,16,1196,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,17,1217,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,18,1254,0
scna-int8,exp2,tree,off,8,4,4096,12,2,128,measure,19,1186,0
