mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,off,8,4,4096,12,2,128,warmup,0,1206,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,warmup,1,984,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,warmup,2,1002,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,warmup,3,988,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,warmup,4,1021,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,0,1009,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,1,992,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,2,994,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,3,992,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,4,993,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,5,991,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,6,999,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,7,1003,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,8,993,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,9,1020,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,10,990,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,11,992,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,12,985,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,13,995,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,14,1007,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,15,991,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,16,974,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,17,1004,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,18,990,0
scna-int8,exp,direct,off,8,4,4096,12,2,128,measure,19,990,0
