mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,warmup,0,1055,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,warmup,1,1166,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,warmup,2,1298,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,warmup,3,1148,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,warmup,4,1170,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,0,1163,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,1,1164,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,2,1162,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,3,1163,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,4,1163,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,5,1160,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,6,1247,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,7,1280,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,8,1232,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,9,1262,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,10,1230,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,11,1230,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,12,1227,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,13,1330,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,14,1222,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,15,1230,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,16,1234,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,17,1210,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,18,1288,0
scna-fp16,exp2,tree,off,32,4,4096,12,2,128,measure,19,1213,0
