mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,on,8,16,4096,12,2,128,warmup,0,1534,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,warmup,1,1406,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,warmup,2,1408,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,warmup,3,1338,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,warmup,4,1328,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,0,1311,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,1,1317,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,2,1319,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,3,1315,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,4,1315,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,5,1304,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,6,1327,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,7,1318,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,8,1312,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,9,1425,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,10,1366,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,11,1472,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,12,1359,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,13,1354,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,14,1346,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,15,1362,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,16,1335,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,17,1360,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,18,1408,0
scna-int8,exp2,direct,on,8,16,4096,12,2,128,measure,19,1349,0
