mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,warmup,0,1477,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,warmup,1,1248,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,warmup,2,1342,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,warmup,3,1355,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,warmup,4,1339,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,0,1353,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,1,1361,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,2,1350,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,3,1360,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,4,1256,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,5,1344,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,6,1245,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,7,1381,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,8,1359,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,9,1454,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,10,1369,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,11,1388,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,12,1438,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,13,1346,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,14,1368,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,15,1347,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,16,1464,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,17,1416,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,18,1469,0
scna-fp16,exp2,direct,off,32,4,4096,12,2,128,measure,19,1356,0
