mode,scna_function,scna_kernel,scna_pipeline,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,off,8,16,4096,12,2,128,warmup,0,1676,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,warmup,1,1755,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,warmup,2,1769,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,warmup,3,1755,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,warmup,4,1761,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,0,1639,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,1,1638,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,2,1645,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,3,1670,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,4,1772,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,5,1737,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,6,1768,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,7,1720,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,8,1738,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,9,1712,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,10,1818,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,11,1698,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,12,1803,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,13,1767,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,14,1759,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,15,1766,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,16,1862,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,17,1745,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,18,1743,0
scna-int8,exp,direct,off,8,16,4096,12,2,128,measure,19,1872,0
