mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,9653,0
scna-int8,8,4096,12,2,128,warmup,1,9794,0
scna-int8,8,4096,12,2,128,warmup,2,9890,0
scna-int8,8,4096,12,2,128,warmup,3,9758,0
scna-int8,8,4096,12,2,128,warmup,4,9977,0
scna-int8,8,4096,12,2,128,measure,0,10278,0
scna-int8,8,4096,12,2,128,measure,1,9926,0
scna-int8,8,4096,12,2,128,measure,2,9828,0
scna-int8,8,4096,12,2,128,measure,3,9845,0
scna-int8,8,4096,12,2,128,measure,4,9877,0
scna-int8,8,4096,12,2,128,measure,5,9944,0
scna-int8,8,4096,12,2,128,measure,6,9828,0
scna-int8,8,4096,12,2,128,measure,7,9976,0
scna-int8,8,4096,12,2,128,measure,8,9881,0
scna-int8,8,4096,12,2,128,measure,9,9820,0
scna-int8,8,4096,12,2,128,measure,10,9825,0
scna-int8,8,4096,12,2,128,measure,11,9801,0
scna-int8,8,4096,12,2,128,measure,12,9877,0
scna-int8,8,4096,12,2,128,measure,13,9764,0
scna-int8,8,4096,12,2,128,measure,14,9766,0
scna-int8,8,4096,12,2,128,measure,15,9787,0
scna-int8,8,4096,12,2,128,measure,16,9754,0
scna-int8,8,4096,12,2,128,measure,17,9758,0
scna-int8,8,4096,12,2,128,measure,18,9759,0
scna-int8,8,4096,12,2,128,measure,19,9819,0
