mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,4,4096,12,2,128,warmup,0,2906,0
scna-fp16,4,4096,12,2,128,warmup,1,3049,0
scna-fp16,4,4096,12,2,128,warmup,2,3024,0
scna-fp16,4,4096,12,2,128,warmup,3,3107,0
scna-fp16,4,4096,12,2,128,warmup,4,3035,0
scna-fp16,4,4096,12,2,128,measure,0,3091,0
scna-fp16,4,4096,12,2,128,measure,1,2932,0
scna-fp16,4,4096,12,2,128,measure,2,3042,0
scna-fp16,4,4096,12,2,128,measure,3,3094,0
scna-fp16,4,4096,12,2,128,measure,4,3216,0
scna-fp16,4,4096,12,2,128,measure,5,3151,0
scna-fp16,4,4096,12,2,128,measure,6,3171,0
scna-fp16,4,4096,12,2,128,measure,7,3205,0
scna-fp16,4,4096,12,2,128,measure,8,3139,0
scna-fp16,4,4096,12,2,128,measure,9,3169,0
scna-fp16,4,4096,12,2,128,measure,10,3221,0
scna-fp16,4,4096,12,2,128,measure,11,3120,0
scna-fp16,4,4096,12,2,128,measure,12,3212,0
scna-fp16,4,4096,12,2,128,measure,13,3207,0
scna-fp16,4,4096,12,2,128,measure,14,3173,0
scna-fp16,4,4096,12,2,128,measure,15,3093,0
scna-fp16,4,4096,12,2,128,measure,16,3132,0
scna-fp16,4,4096,12,2,128,measure,17,3133,0
scna-fp16,4,4096,12,2,128,measure,18,3179,0
scna-fp16,4,4096,12,2,128,measure,19,3106,0
