mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,4,4096,12,2,128,warmup,0,999,0
lut-exp,4,4096,12,2,128,warmup,1,1128,0
lut-exp,4,4096,12,2,128,warmup,2,1125,0
lut-exp,4,4096,12,2,128,warmup,3,1073,0
lut-exp,4,4096,12,2,128,warmup,4,1121,0
lut-exp,4,4096,12,2,128,measure,0,1167,0
lut-exp,4,4096,12,2,128,measure,1,1124,0
lut-exp,4,4096,12,2,128,measure,2,1107,0
lut-exp,4,4096,12,2,128,measure,3,1089,0
lut-exp,4,4096,12,2,128,measure,4,1097,0
lut-exp,4,4096,12,2,128,measure,5,1119,0
lut-exp,4,4096,12,2,128,measure,6,1096,0
lut-exp,4,4096,12,2,128,measure,7,1100,0
lut-exp,4,4096,12,2,128,measure,8,1257,0
lut-exp,4,4096,12,2,128,measure,9,1236,0
lut-exp,4,4096,12,2,128,measure,10,1326,0
lut-exp,4,4096,12,2,128,measure,11,1270,0
lut-exp,4,4096,12,2,128,measure,12,1233,0
lut-exp,4,4096,12,2,128,measure,13,1192,0
lut-exp,4,4096,12,2,128,measure,14,1314,0
lut-exp,4,4096,12,2,128,measure,15,1223,0
lut-exp,4,4096,12,2,128,measure,16,1271,0
lut-exp,4,4096,12,2,128,measure,17,1193,0
lut-exp,4,4096,12,2,128,measure,18,1201,0
lut-exp,4,4096,12,2,128,measure,19,1213,0
