mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4096,12,2,128,warmup,0,9996,0
scna-int8,16,4096,12,2,128,warmup,1,10211,0
scna-int8,16,4096,12,2,128,warmup,2,10239,0
scna-int8,16,4096,12,2,128,warmup,3,10388,0
scna-int8,16,4096,12,2,128,warmup,4,10367,0
scna-int8,16,4096,12,2,128,measure,0,10373,0
scna-int8,16,4096,12,2,128,measure,1,10328,0
scna-int8,16,4096,12,2,128,measure,2,10306,0
scna-int8,16,4096,12,2,128,measure,3,10330,0
scna-int8,16,4096,12,2,128,measure,4,10291,0
scna-int8,16,4096,12,2,128,measure,5,10335,0
scna-int8,16,4096,12,2,128,measure,6,10425,0
scna-int8,16,4096,12,2,128,measure,7,10445,0
scna-int8,16,4096,12,2,128,measure,8,10403,0
scna-int8,16,4096,12,2,128,measure,9,10317,0
scna-int8,16,4096,12,2,128,measure,10,10398,0
scna-int8,16,4096,12,2,128,measure,11,10308,0
scna-int8,16,4096,12,2,128,measure,12,10296,0
scna-int8,16,4096,12,2,128,measure,13,10262,0
scna-int8,16,4096,12,2,128,measure,14,10313,0
scna-int8,16,4096,12,2,128,measure,15,10302,0
scna-int8,16,4096,12,2,128,measure,16,10283,0
scna-int8,16,4096,12,2,128,measure,17,10348,0
scna-int8,16,4096,12,2,128,measure,18,10325,0
scna-int8,16,4096,12,2,128,measure,19,10293,0
