mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,4096,12,2,128,warmup,0,4969,0
scna-fp16,8,4096,12,2,128,warmup,1,5026,0
scna-fp16,8,4096,12,2,128,warmup,2,5122,0
scna-fp16,8,4096,12,2,128,warmup,3,5136,0
scna-fp16,8,4096,12,2,128,warmup,4,4908,0
scna-fp16,8,4096,12,2,128,measure,0,4993,0
scna-fp16,8,4096,12,2,128,measure,1,4889,0
scna-fp16,8,4096,12,2,128,measure,2,4892,0
scna-fp16,8,4096,12,2,128,measure,3,5007,0
scna-fp16,8,4096,12,2,128,measure,4,5062,0
scna-fp16,8,4096,12,2,128,measure,5,5109,0
scna-fp16,8,4096,12,2,128,measure,6,5040,0
scna-fp16,8,4096,12,2,128,measure,7,5016,0
scna-fp16,8,4096,12,2,128,measure,8,5140,0
scna-fp16,8,4096,12,2,128,measure,9,5233,0
scna-fp16,8,4096,12,2,128,measure,10,5162,0
scna-fp16,8,4096,12,2,128,measure,11,5147,0
scna-fp16,8,4096,12,2,128,measure,12,5125,0
scna-fp16,8,4096,12,2,128,measure,13,5214,0
scna-fp16,8,4096,12,2,128,measure,14,5181,0
scna-fp16,8,4096,12,2,128,measure,15,5165,0
scna-fp16,8,4096,12,2,128,measure,16,5226,0
scna-fp16,8,4096,12,2,128,measure,17,5197,0
scna-fp16,8,4096,12,2,128,measure,18,5117,0
scna-fp16,8,4096,12,2,128,measure,19,5204,0
