mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4096,12,2,128,warmup,0,37342,0
scna-int8,16,4096,12,2,128,warmup,1,37490,0
scna-int8,16,4096,12,2,128,warmup,2,37446,0
scna-int8,16,4096,12,2,128,warmup,3,37525,0
scna-int8,16,4096,12,2,128,warmup,4,37460,0
scna-int8,16,4096,12,2,128,measure,0,37540,0
scna-int8,16,4096,12,2,128,measure,1,37498,0
scna-int8,16,4096,12,2,128,measure,2,37420,0
scna-int8,16,4096,12,2,128,measure,3,37363,0
scna-int8,16,4096,12,2,128,measure,4,37476,0
scna-int8,16,4096,12,2,128,measure,5,37470,0
scna-int8,16,4096,12,2,128,measure,6,37391,0
scna-int8,16,4096,12,2,128,measure,7,37333,0
scna-int8,16,4096,12,2,128,measure,8,37328,0
scna-int8,16,4096,12,2,128,measure,9,37386,0
scna-int8,16,4096,12,2,128,measure,10,37351,0
scna-int8,16,4096,12,2,128,measure,11,37313,0
scna-int8,16,4096,12,2,128,measure,12,37302,0
scna-int8,16,4096,12,2,128,measure,13,37229,0
scna-int8,16,4096,12,2,128,measure,14,37316,0
scna-int8,16,4096,12,2,128,measure,15,37362,0
scna-int8,16,4096,12,2,128,measure,16,37306,0
scna-int8,16,4096,12,2,128,measure,17,37234,0
scna-int8,16,4096,12,2,128,measure,18,37211,0
scna-int8,16,4096,12,2,128,measure,19,37221,0
