mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,4,4096,12,2,128,warmup,0,8908,0
scna-fp16,4,4096,12,2,128,warmup,1,9047,0
scna-fp16,4,4096,12,2,128,warmup,2,8965,0
scna-fp16,4,4096,12,2,128,warmup,3,9161,0
scna-fp16,4,4096,12,2,128,warmup,4,9104,0
scna-fp16,4,4096,12,2,128,measure,0,9079,0
scna-fp16,4,4096,12,2,128,measure,1,9084,0
scna-fp16,4,4096,12,2,128,measure,2,8973,0
scna-fp16,4,4096,12,2,128,measure,3,9083,0
scna-fp16,4,4096,12,2,128,measure,4,9110,0
scna-fp16,4,4096,12,2,128,measure,5,9009,0
scna-fp16,4,4096,12,2,128,measure,6,9079,0
scna-fp16,4,4096,12,2,128,measure,7,9126,0
scna-fp16,4,4096,12,2,128,measure,8,9021,0
scna-fp16,4,4096,12,2,128,measure,9,8975,0
scna-fp16,4,4096,12,2,128,measure,10,9071,0
scna-fp16,4,4096,12,2,128,measure,11,8951,0
scna-fp16,4,4096,12,2,128,measure,12,9033,0
scna-fp16,4,4096,12,2,128,measure,13,9074,0
scna-fp16,4,4096,12,2,128,measure,14,8992,0
scna-fp16,4,4096,12,2,128,measure,15,8936,0
scna-fp16,4,4096,12,2,128,measure,16,8969,0
scna-fp16,4,4096,12,2,128,measure,17,8991,0
scna-fp16,4,4096,12,2,128,measure,18,8924,0
scna-fp16,4,4096,12,2,128,measure,19,8959,0
