mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,4,4096,12,2,128,warmup,0,3192,0
scna-int8,4,4096,12,2,128,warmup,1,3062,0
scna-int8,4,4096,12,2,128,warmup,2,3067,0
scna-int8,4,4096,12,2,128,warmup,3,3059,0
scna-int8,4,4096,12,2,128,warmup,4,3207,0
scna-int8,4,4096,12,2,128,measure,0,3325,0
scna-int8,4,4096,12,2,128,measure,1,3175,0
scna-int8,4,4096,12,2,128,measure,2,3113,0
scna-int8,4,4096,12,2,128,measure,3,3208,0
scna-int8,4,4096,12,2,128,measure,4,3082,0
scna-int8,4,4096,12,2,128,measure,5,3193,0
scna-int8,4,4096,12,2,128,measure,6,3144,0
scna-int8,4,4096,12,2,128,measure,7,3196,0
scna-int8,4,4096,12,2,128,measure,8,3205,0
scna-int8,4,4096,12,2,128,measure,9,3139,0
scna-int8,4,4096,12,2,128,measure,10,3098,0
scna-int8,4,4096,12,2,128,measure,11,3098,0
scna-int8,4,4096,12,2,128,measure,12,3213,0
scna-int8,4,4096,12,2,128,measure,13,3103,0
scna-int8,4,4096,12,2,128,measure,14,3092,0
scna-int8,4,4096,12,2,128,measure,15,3144,0
scna-int8,4,4096,12,2,128,measure,16,3082,0
scna-int8,4,4096,12,2,128,measure,17,3071,0
scna-int8,4,4096,12,2,128,measure,18,3146,0
scna-int8,4,4096,12,2,128,measure,19,3357,0
