mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,4,4096,12,2,128,warmup,0,10097,0
scna-int8,4,4096,12,2,128,warmup,1,9992,0
scna-int8,4,4096,12,2,128,warmup,2,10017,0
scna-int8,4,4096,12,2,128,warmup,3,9962,0
scna-int8,4,4096,12,2,128,warmup,4,9950,0
scna-int8,4,4096,12,2,128,measure,0,9987,0
scna-int8,4,4096,12,2,128,measure,1,9957,0
scna-int8,4,4096,12,2,128,measure,2,9905,0
scna-int8,4,4096,12,2,128,measure,3,9944,0
scna-int8,4,4096,12,2,128,measure,4,9911,0
scna-int8,4,4096,12,2,128,measure,5,9981,0
scna-int8,4,4096,12,2,128,measure,6,9974,0
scna-int8,4,4096,12,2,128,measure,7,9882,0
scna-int8,4,4096,12,2,128,measure,8,9964,0
scna-int8,4,4096,12,2,128,measure,9,9981,0
scna-int8,4,4096,12,2,128,measure,10,10069,0
scna-int8,4,4096,12,2,128,measure,11,10098,0
scna-int8,4,4096,12,2,128,measure,12,10040,0
scna-int8,4,4096,12,2,128,measure,13,10089,0
scna-int8,4,4096,12,2,128,measure,14,10163,0
scna-int8,4,4096,12,2,128,measure,15,10122,0
scna-int8,4,4096,12,2,128,measure,16,10117,0
scna-int8,4,4096,12,2,128,measure,17,10195,0
scna-int8,4,4096,12,2,128,measure,18,10092,0
scna-int8,4,4096,12,2,128,measure,19,10108,0
