mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,4096,12,2,128,warmup,0,36479,0
scna-int8,32,4096,12,2,128,warmup,1,36191,0
scna-int8,32,4096,12,2,128,warmup,2,36727,0
scna-int8,32,4096,12,2,128,warmup,3,36659,0
scna-int8,32,4096,12,2,128,warmup,4,36457,0
scna-int8,32,4096,12,2,128,measure,0,36656,0
scna-int8,32,4096,12,2,128,measure,1,36573,0
scna-int8,32,4096,12,2,128,measure,2,36660,0
scna-int8,32,4096,12,2,128,measure,3,36499,0
scna-int8,32,4096,12,2,128,measure,4,36586,0
scna-int8,32,4096,12,2,128,measure,5,36557,0
scna-int8,32,4096,12,2,128,measure,6,36567,0
scna-int8,32,4096,12,2,128,measure,7,36535,0
scna-int8,32,4096,12,2,128,measure,8,36579,0
scna-int8,32,4096,12,2,128,measure,9,36478,0
scna-int8,32,4096,12,2,128,measure,10,36448,0
scna-int8,32,4096,12,2,128,measure,11,36442,0
scna-int8,32,4096,12,2,128,measure,12,36479,0
scna-int8,32,4096,12,2,128,measure,13,36490,0
scna-int8,32,4096,12,2,128,measure,14,36529,0
scna-int8,32,4096,12,2,128,measure,15,36489,0
scna-int8,32,4096,12,2,128,measure,16,36500,0
scna-int8,32,4096,12,2,128,measure,17,36389,0
scna-int8,32,4096,12,2,128,measure,18,36497,0
scna-int8,32,4096,12,2,128,measure,19,36356,0
