mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,19083,0
scna-int8,8,4096,12,2,128,warmup,1,19078,0
scna-int8,8,4096,12,2,128,warmup,2,19114,0
scna-int8,8,4096,12,2,128,warmup,3,18954,0
scna-int8,8,4096,12,2,128,warmup,4,19167,0
scna-int8,8,4096,12,2,128,measure,0,19167,0
scna-int8,8,4096,12,2,128,measure,1,19263,0
scna-int8,8,4096,12,2,128,measure,2,19194,0
scna-int8,8,4096,12,2,128,measure,3,19173,0
scna-int8,8,4096,12,2,128,measure,4,19132,0
scna-int8,8,4096,12,2,128,measure,5,19186,0
scna-int8,8,4096,12,2,128,measure,6,19181,0
scna-int8,8,4096,12,2,128,measure,7,19139,0
scna-int8,8,4096,12,2,128,measure,8,19246,0
scna-int8,8,4096,12,2,128,measure,9,19237,0
scna-int8,8,4096,12,2,128,measure,10,19162,0
scna-int8,8,4096,12,2,128,measure,11,19252,0
scna-int8,8,4096,12,2,128,measure,12,19155,0
scna-int8,8,4096,12,2,128,measure,13,19160,0
scna-int8,8,4096,12,2,128,measure,14,19256,0
scna-int8,8,4096,12,2,128,measure,15,19151,0
scna-int8,8,4096,12,2,128,measure,16,19251,0
scna-int8,8,4096,12,2,128,measure,17,19210,0
scna-int8,8,4096,12,2,128,measure,18,19149,0
scna-int8,8,4096,12,2,128,measure,19,19213,0
