mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,4096,12,2,128,warmup,0,16784,0
scna-fp16,8,4096,12,2,128,warmup,1,16792,0
scna-fp16,8,4096,12,2,128,warmup,2,16885,0
scna-fp16,8,4096,12,2,128,warmup,3,16819,0
scna-fp16,8,4096,12,2,128,warmup,4,16866,0
scna-fp16,8,4096,12,2,128,measure,0,16985,0
scna-fp16,8,4096,12,2,128,measure,1,16838,0
scna-fp16,8,4096,12,2,128,measure,2,16884,0
scna-fp16,8,4096,12,2,128,measure,3,16816,0
scna-fp16,8,4096,12,2,128,measure,4,16791,0
scna-fp16,8,4096,12,2,128,measure,5,16868,0
scna-fp16,8,4096,12,2,128,measure,6,16810,0
scna-fp16,8,4096,12,2,128,measure,7,16852,0
scna-fp16,8,4096,12,2,128,measure,8,16829,0
scna-fp16,8,4096,12,2,128,measure,9,16909,0
scna-fp16,8,4096,12,2,128,measure,10,16833,0
scna-fp16,8,4096,12,2,128,measure,11,16764,0
scna-fp16,8,4096,12,2,128,measure,12,16853,0
scna-fp16,8,4096,12,2,128,measure,13,16813,0
scna-fp16,8,4096,12,2,128,measure,14,16963,0
scna-fp16,8,4096,12,2,128,measure,15,16760,0
scna-fp16,8,4096,12,2,128,measure,16,16771,0
scna-fp16,8,4096,12,2,128,measure,17,16918,0
scna-fp16,8,4096,12,2,128,measure,18,16854,0
scna-fp16,8,4096,12,2,128,measure,19,16876,0
